Unnamed: 0,Unnamed: 0.1,label,text,annotation_1,annotation_2,annotation_3,majority_vote,human_rationales
30,61675,0,“ لا يستحق ” . لايوجد . الفندق من أسواء الفنادق التي سكنت بها مع الآسف حجزت عندهم 7 أيام 5 أيام لصديق ويومين لي ولكن تفاجئنا بوجود أعمال صيانه وأزعاج كبير جدا مما سبب لي حرج كبير مع صديقي في شهر العسل وبعدما طلب تغيير الفندق رفضوا أسترجاع المتبقي من المال وخرج من الفندق وثلاث ليالي راحت كذا المفترض من الفندق أن يسترجع المبلغ بسبب عدم ذكره لأعمال الصيانه حتى رفض تغيير الغرفة فندق سيء جدا لا أنصح به,"['وجود', 'أعمال', 'صيانه', 'وأزعاج', 'كبير', 'جدا']","['لا', 'يستحق', 'من', 'أسواء', 'الفنادق']","['لا', 'يستحق', 'لايوجد', 'الفندق', 'من', 'أسواء', 'الفنادق', 'أزعاج', 'كبير', 'جدا', 'فندق', 'سيء', 'جدا', 'لا', 'أنصح', 'به']","['كبير', 'جدا', 'يستحق', 'الفنادق', 'لا', 'من', 'أسواء']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
31,40832,0,مخيب للأمل . لاشيئ . الانترنت واي فاي فقط لجهاز واحدطلبت الفني و لم ياتني الا بعد عدة اتصالات عند الخروج من الفندق اصدرولي فاتوره بمبلغ زائد و اراد عامل الاستقبال مني ان ادفع و حينما الحيت عليه بلمراجعه و اريته جميع فواتيري اتضح انه مخطئ وان لي لدى الفتدق مبلغ زائد لم يكلف نفسه باعتذارمع ان لي اكثر من زياره للفندق في السابق و لم تحدث مثل هذه المشاكل,"['واي', 'فاي', 'فقط', 'لجهاز', 'واحد']","['مخيب', 'للأمل']","['مخيب', 'للأمل', 'الانترنت', 'واي', 'فاي', 'فقط', 'لجهاز', 'واحد', 'اصدرولي', 'فاتوره', 'بمبلغ', 'زائد']","['فاي', 'فقط', 'واي', 'لجهاز', 'واحد', 'للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,10888,0,“ لا ” . لم يعجبني شي . استقبال مدير الفندق سيا جدا,"['لم', 'يعجبني', 'شي']","['لم', 'يعجبني', 'شي']","['لا', 'لم', 'يعجبني', 'مدير', 'الفندق', 'سيء']","['يعجبني', 'لم', 'شي']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,77904,0,“ حاربوا الغلا ” . لايوجد . الاسعار,['الاسعار'],"['حاربوا', 'الغلا']","['الغلا', 'لا', 'يوجد']",['الغلا'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,30517,0,“ مشي حالك ” . طاقم العمل فقط . الفندق يوجد صيانه في اكثر الغرف نع ازعاج دائم من قبل المقاول,"['الفندق', 'يوجد', 'صيانه', 'في', 'اكثر', 'الغرف', 'نع', 'ازعاج', 'دائم', 'من', 'قبل', 'المقاول']","['مشي', 'حالك']","['ازعاج', 'دائم']","['ازعاج', 'دائم']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
35,47727,0,مخيب للأمل . . العمال البنقاليه يفتحون الغرفه بدون اذن النزيلوسبق ان فتحو الغرفه ع اطفالي بدون اذن وتم تنبيه الاستقبال,"['.', 'العمال', 'البنقاليه', 'يفتحون', 'الغرفه', 'بدون', 'اذن']","['مخيب', 'للأمل']","['مخيب', 'للأمل', 'العمال', 'البنقاليه', 'يفتحون', 'الغرفه', 'بدون', 'اذن']","['البنقاليه', 'بدون', 'العمال', 'يفتحون', 'اذن', 'الغرفه', 'للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
36,55045,0,“ اقامه لن تتكرر أبدا لو بالمجان ” . لا شيء . مرافق الغرفه متسخه الفرش و الموكيت و غير مزوده بمايكرويف ولا هيتر و الغلاي الخاص بالماء صديء رائحة دورة المياه في غرفة النوم كريهه الاناره كئيبه الموقع بعيد جدا عن المواقع السياحيه . تجربه سيئه جدا,"['مرافق', 'الغرفه', 'متسخه', 'الفرش', 'و', 'الموكيت', 'و', 'غير', 'مزوده', 'بمايكرويف', 'ولا', 'هيتر', 'و', 'الغلاي', 'الخاص', 'بالماء', 'صديء', 'رائحة', 'دورة', 'المياه', 'في', 'غرفة', 'النوم', 'كريهه', 'الاناره', 'كئيبه', 'الموقع', 'بعيد', 'جدا', 'عن', 'المواقع', 'السياحيه']","['تجربه', 'سيئه', 'جدا']","['اقامه', 'لن', 'تتكرر', 'أبدا', 'الغرفه', 'متسخه', 'الفرش', 'غير', 'مزوده', 'بمايكرويف', 'الغلاي', 'الخاص', 'بالماء', 'صديء', 'رائحة', 'دورة', 'المياه', 'في', 'غرفة', 'النوم', 'كريهه', 'الاناره', 'كئيبه', 'الموقع', 'بعيد', 'جدا', 'عن', 'المواقع', 'السياحيه', 'تجربه', 'سيئه', 'جدا']","['كئيبه', 'المياه', 'السياحيه', 'غرفة', 'الفرش', 'كريهه', 'الغلاي', 'مزوده', 'الغرفه', 'رائحة', 'دورة', 'المواقع', 'غير', 'متسخه', 'بعيد', 'النوم', 'الاناره', 'بالماء', 'عن', 'الموقع', 'في', 'الخاص', 'صديء', 'بمايكرويف', 'جدا', 'سيئه', 'تجربه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
37,101628,0,“ توهتنا وحجزا ” . الموقع ممتاز . النظافه غير ممتازة,"['النظافه', 'غير', 'ممتازة']","['النظافه', 'غير', 'ممتازة']","['النظافه', 'غير', 'ممتازة']","['ممتازة', 'غير', 'النظافه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]"
38,4779,0,مخيب للأمل . . الأوتيل كان قديم جدا وغير نظيف كنت حاجزه 3 غرف . غرفه كان غطاء السرير عليه بقع اشتكيت سوو اب قريد لسويت والوضع سئ كمان . اعطيه 3 نجوم او اقل,"['قديم', 'جدا', 'وغير', 'نظيف']","['وغير', 'نظيف']","['مخيب', 'للأمل', 'الأوتيل', 'كان', 'قديم', 'جدا', 'غير', 'نظيف', 'الوضع', 'سئ']","['وغير', 'قديم', 'نظيف', 'جدا']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,65737,0,مخيب للأمل . السرير . موظف الاستقبال,"['السرير', '.', 'موظف', 'الاستقبال']","['مخيب', 'للأمل']","['مخيب', 'للأمل']","['للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,31964,0,مخيب للأمل . . سمعته اكبر منه والشاطئ جدا صغير والغرف ليست على البحر,"['الشاطئ', 'جدا', 'صغير', 'والغرف', 'ليست', 'على', 'البحر']","['مخيب', 'للأمل']","['مخيب', 'للأمل', 'الشاطئ', 'جدا', 'صغير', 'الغرف', 'ليست', 'على', 'البحر']","['البحر', 'ليست', 'صغير', 'على', 'الشاطئ', 'جدا', 'للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
41,7644,0,مخيب للأمل . النقل من والى الحرم . النظافة وعدم وجود مطبخ ( يوجد فقط غلاية ماء ),"['النظافة', 'وعدم', 'وجود', 'مطبخ']","['مخيب', 'للأمل']","['مخيب', 'للأمل', 'عدم', 'وجود', 'مطبخ']","['مطبخ', 'وجود', 'للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
42,66545,0,“ تعامل موظفيهم رديئ لا يصل لمستوى خمس نجوم وخصوصا الأمن لديهم ” . مساحة الفيلا والتكييف والواي فاي . الأمن لديهم شكاك لا يعمل بحرفية ويلبس الثوب وبعضهم لبس الأمن بشكل مقرف ويتعامل معك وأنت معك عائلتك بدون إحترام عكس من يحظر مع صديقته المطعم متواضع جدا بالأكل وكذلك تعامل موظفي المطعم يتغير معك حسب إذا كنت ساكن أم لا المكان ليس بالمستوى المتوقع وكذلك دورات المياه لديهم بالفلل سيئة السباكة والبانيو يهرب مياة من كل مكان النظافة في بعض الأماكن بالفيلا سيئة مثل مجاري الشبابيك فلو تفتح شباك الحمام مثلا تنهال عليك الأتربة ومراوح الشفط مليانه غبار الفندق لا يصل لمستوى خمس نجوم الإهمال من الإدارة واضح والمهم لديهم تحصيل الأموال بأي طريقة .,"['مساحة', 'الفيلا', 'والتكييف', 'والواي', 'فاي', '.', 'الأمن', 'لديهم', 'شكاك', 'لا', 'يعمل', 'بحرفية', 'تعامل', 'موظفي', 'المطعم', 'يتغير', 'معك', 'حسب', 'إذا', 'كنت', 'ساكن', 'أم', 'لا', 'دورات', 'المياه', 'لديهم', 'بالفلل', 'سيئة', 'السباكة', 'والبانيو', 'يهرب', 'مياة', 'من', 'كل', 'مكان', 'النظافة']","['لا', 'يصل', 'لمستوى', 'خمس', 'نجوم']","['تعامل', 'موظفيهم', 'رديئ', 'الأمن', 'لديهم', 'شكاك', 'لا', 'يعمل', 'بحرفية', 'مقرف', 'بدون', 'إحترام', 'سيئة', 'السباكة', 'النظافة', 'في', 'بعض', 'الأماكن', 'بالفيلا', 'سيئة', 'الإهمال']","['النظافة', 'الأمن', 'لا', 'شكاك', 'سيئة', 'لديهم', 'يعمل', 'السباكة', 'بحرفية', 'تعامل']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
43,30340,0,“ لا انصح الاقامه فيه للعائلات ، قد يناسب الشباب فقط ” . . المكان غير نظيف ، الفرشة غير نظيفة الاضاءة ف الشقة سيئة جدا جدا ، خاصه ف الغرف بعض الاغطية ريحتها سجائر الواي فاي كان ضعيف نوعا ما الفطور كان مقبول لكن الادوات كانت مقززة نوعا ما لان بعض الملاعق تلاحظ عليها الصدأ مكان البوفيه اضاءته غير مريحه بالكاد تشوف الاكل ، مثل اضاءة غرف النوم الصفراء,"['المكان', 'غير', 'نظيف', '،', 'الفرشة', 'غير', 'نظيفة', 'الاضاءة', 'ف', 'الشقة', 'سيئة', 'جدا', 'جدا', 'الواي', 'فاي', 'كان', 'ضعيف', 'نوعا', 'بعض', 'الملاعق', 'تلاحظ', 'عليها', 'الصدأ']","['المكان', 'غير', 'نظيف']","['لا', 'انصح', 'الاقامه', 'فيه', 'للعائلات', 'المكان', 'غير', 'نظيف', 'الفرشة', 'غير', 'نظيفة', 'الاضاءة', 'ف', 'الشقة', 'سيئة', 'جدا', 'جداالاغطية', 'ريحتها', 'سجائر', 'الواي', 'فاي', 'كان', 'ضعيف', 'الملاعق', 'تلاحظ', 'عليها', 'الصدأ']","['تلاحظ', 'الاضاءة', 'الواي', 'الملاعق', 'الفرشة', 'نظيف', 'الصدأ', 'الشقة', 'عليها', 'ف', 'نظيفة', 'المكان', 'سيئة', 'كان', 'فاي', 'ضعيف', 'غير', 'جدا']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,60920,0,ضعيف . . رائحة الغرفة كريهة و مخزن الملابس رائحته كريهة الحمام صغير جدا و مجفف الشعر ( السشوار ) لا يعمل و قد يسبب حريق فالغرفه,"['رائحة', 'الغرفة', 'كريهة', 'و', 'مخزن', 'الملابس', 'رائحته', 'كريهة', 'الحمام', 'صغير', 'جدا', 'و', 'مجفف', 'الشعر', 'لا', 'يعمل', 'و', 'قد', 'يسبب', 'حريق']",['ضعيف'],"['ضعيف', 'رائحة', 'الغرفة', 'كريهة', 'مخزن', 'الملابس', 'رائحته', 'كريهة', 'الحمام', 'صغير']","['مخزن', 'الغرفة', 'الملابس', 'الحمام', 'رائحته', 'صغير', 'كريهة', 'رائحة', 'ضعيف']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,100242,0,ضعيف جدا . . نااموىس متوحش في كل مكان .,"['نااموىس', 'متوحش']",['نااموىس'],"['ضعيف', 'جدا', 'نااموىس', 'متوحش']","['متوحش', 'نااموىس']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
46,94160,0,ضعيف . لايوجد . السعر غالي جدا بالنسبه لشقق فندقيه والافطار سيء جدا والمواقف لا تتوفر وحجزي كان لغرفتين وصاله لكن للأسف اعطوني غرفتين وصالتين مستقلات التكييف مزعج,"['السعر', 'غالي', 'جدا', 'بالنسبه', 'لشقق', 'فندقيه', 'والافطار', 'سيء', 'جدا', 'والمواقف', 'لا', 'تتوفر']",['ضعيف'],"['ضعيف', 'السعر', 'غالي', 'الافطار', 'سيء', 'التكييف', 'مزعج']","['سيء', 'غالي', 'السعر', 'ضعيف']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47,4635,0,“ عمل ” . ولا شي . الخدمه زباله,"['الخدمه', 'زباله']",['زباله'],"['الخدمه', 'زباله']","['زباله', 'الخدمه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
48,59068,0,مخيب للأمل . سرعة الإجراءات . صدى الصوت من الغرف المجاورة,"['صدى', 'الصوت', 'من', 'الغرف', 'المجاورة']","['مخيب', 'للأمل', 'صدى', 'الصوت']","['مخيب', 'للأمل', 'صدى', 'الصوت']","['صدى', 'الصوت', 'للأمل', 'مخيب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,74825,0,مخيب للأمل . هي نومه والسلام . القفل مكسور الحمام صغير غير معقم السرير تعبان المكيف سبليت,"['الحمام', 'صغير', 'غير', 'معقم']","['هي', 'نومه', 'والسلام']","['مخيب', 'للأمل', 'القفل', 'مكسور', 'الحمام', 'صغير', 'غير', 'معقم']","['صغير', 'غير', 'الحمام', 'معقم']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
50,48849,1,“ انصح به بشده ” . كل شئ ممتاز . لا شئ,"['كل', 'شئ', 'ممتاز']","['كل', 'شئ', 'ممتاز']","['انصح', 'به', 'كل', 'شئ', 'ممتاز']","['كل', 'شئ', 'ممتاز']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]"
51,75720,1,“ جيد جدا ” . السعر مبالغ فيه . النظافة وفساحة الغرف,"['النظافة', 'وفساحة', 'الغرف']","['النظافة', 'وفساحة', 'الغرف']","['جيد', 'جدا', 'النظافة', 'فساحة', 'الغرف']","['النظافة', 'وفساحة', 'الغرف']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,97417,1,“ اجازة قصيره ” . موقع الفندق و تعاون موظفي الاستقبال .,"['موقع', 'الفندق', 'و', 'تعاون', 'موظفي', 'الاستقبال']","['تعاون', 'موظفي']","['تعاون', 'موظفي', 'الاستقبال']","['تعاون', 'موظفي', 'الاستقبال']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
53,10844,1,“ رحلة جميلة وموقع الفندق كان سبب رئيسي ” . كل شي كان جميل الموقع المرافق سهولة الحركة والوصول الى الجي بي ار ومارينا .,"['كل', 'شي', 'كان', 'جميل', 'سهولة', 'الحركة', 'والوصول']","['كل', 'شي', 'كان', 'جميل']","['رحلة', 'جميلة', 'كل', 'شي', 'كان', 'جميل', 'الموقع', 'المرافق', 'سهولة', 'الحركة']","['كل', 'الحركة', 'كان', 'شي', 'سهولة', 'جميل']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,68050,1,“ الراحة ” . نظيفة ، يوجد بها نصف مطبخ ، عازل صوت ، بلكونه ، مواقف ، قريبة من برج خليفة ودبي مول ، جميلة للعوائل . حجزي لغرفة على برج خليفة ولكن لم يتم منحي هذة الغرفة ، المنطقة في بداية عمران ولكن لا يوجد صوت داخل الغرفة,"['نظيفة', '،', 'يوجد', 'بها', 'نصف', 'مطبخ', '،', 'عازل', 'صوت', '،', 'بلكونه', '،', 'مواقف', '،', 'قريبة', 'من', 'برج', 'خليفة', 'ودبي', 'مول', '،', 'جميلة', 'للعوائل']",['الراحة'],"['الراحة', 'نظيفة', 'عازل', 'صوت', 'قريبة', 'من', 'برج', 'خليفة', 'ودبي', 'مول', 'جميلة', 'للعوائل']","['قريبة', 'جميلة', 'صوت', 'عازل', 'ودبي', 'للعوائل', 'نظيفة', 'خليفة', 'برج', 'من', 'مول', 'الراحة']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
55,62996,1,“ كانت إقامة ممتعة وسأقوم بتكرار الزيارة مرة أخرى بإذن الله ” . روعة تصميم المكان والخصوصية العالية المتوفرة ومستوى النظافة الرفيع والهدوء وتوفر ألعاب الأطفال ، والتعامل الراقي من جميع أفراد طاقم العمل . . كل شيء كان في قمة الروعة,"['روعة', 'تصميم', 'المكان', 'والخصوصية', 'العالية', 'مستوى', 'النظافة', 'الرفيع', 'والهدوء', 'وتوفر', 'ألعاب', 'الأطفال', 'التعامل', 'الراقي', 'من', 'جميع', 'أفراد', 'طاقم', 'العمل']","['إقامة', 'ممتعة']","['إقامة', 'ممتعة', 'سأقوم', 'بتكرار', 'الزيارة', 'روعة', 'تصميم', 'المكان', 'والخصوصية', 'مستوى', 'النظافة', 'الرفيع', 'الهدوء', 'توفر', 'ألعاب', 'الأطفال', 'التعامل', 'الراقي', 'كل', 'شيء', 'كان', 'في', 'قمة', 'الروعة']","['الرفيع', 'النظافة', 'الأطفال', 'مستوى', 'ألعاب', 'والخصوصية', 'روعة', 'التعامل', 'المكان', 'تصميم', 'الراقي', 'ممتعة', 'إقامة']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
56,85069,1,“ العطاس الهاشمي ” . الخدمات ممتاز جدآ .,"['الخدمات', 'ممتاز', 'جدآ']","['قمة', 'الروعة']","['الخدمات', 'ممتاز', 'جدآ', 'كل', 'شيء', 'كان', 'في', 'قمة', 'الروعة']","['جدآ', 'ممتاز', 'الخدمات', 'الروعة', 'قمة']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
57,13291,1,“ كانت رحله ممتعه ” . موقع الفندق بين الشارقه ودبي .,"['موقع', 'الفندق', 'بين', 'الشارقه', 'ودبي']","['رحله', 'ممتعه']","['كانت', 'رحله', 'ممتعه']","['رحله', 'ممتعه']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
58,66430,1,استثنائي . صراحه الموقع جدا هادي والفندق انصح فيه للعوائل ونظيف واستاف جدا رائع والنظافه ممتازه الفندق راح ارجع له باذن الله . لا شيء,"['الموقع', 'جدا', 'هادي', 'نظيف', 'واستاف', 'جدا', 'رائع', 'والنظافه', 'ممتازه']","['ممتازه', 'الفندق']","['استثنائي', 'الموقع', 'جدا', 'هادي', 'نظيف', 'جدا', 'رائع', 'والنظافه', 'ممتازه', 'الفندق', 'راح', 'ارجع', 'له']","['رائع', 'الموقع', 'ممتازه', 'والنظافه', 'نظيف', 'هادي', 'جدا', 'الفندق']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59,33671,1,رائع . الخدمات الطعام . لاشيئ,"['الخدمات', 'الطعام']","['الخدمات', 'الطعام']","['رائع', 'الخدمات', 'الطعام']","['الخدمات', 'الطعام']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
